     istep               E_tot               E_kin               E_pot              F_norm                Temp            Pressure        COM_momentum
      none              kJ/mol              kJ/mol              kJ/mol          kJ/(Åmol)                   K                  Pa              gÅ/fs
     196           45.63950997         17.53804700         28.10146297         50.77582464        100.44487029      -5579.16272597          0.00000000
     197           45.69312408         17.43983879         28.25328529         52.54189288         99.88240681      -5458.32433793          0.00000000
     198           45.43021172         17.01287412         28.41733761         54.76168774         97.43707119      -5400.06271166          0.00000000
     199           45.33976187         16.74930790         28.59045397         57.21950287         95.92756022      -5341.25408879          0.00000000
     200           45.26158068         16.49020366         28.77137702         59.74521654         94.44360412      -5305.28204417          0.00000000
     201           45.32478420         16.36693259         28.95785161         62.18718012         93.73759923      -5274.78795706          0.00000000
     202           45.47737106         16.32906244         29.14830862         64.43886322         93.52070721      -5256.46144103          0.00000000
     203           45.62753580         16.28657143         29.34096437         66.42437531         93.27735039      -5262.13471895          0.00000000
     204           45.19192259         15.65836269         29.53355989         68.09292812         89.67943864      -5371.01768314          0.00000000
     205           45.15427048         15.43419286         29.72007761         69.38263949         88.39556083      -5442.43326029          0.00000000
     206           45.04273366         15.14185274         29.90088091         70.31806565         86.72125437      -5538.57071003          0.00000000
     207           45.42036771         15.34641762         30.07395008         70.92645252         87.89284962      -5578.44579185          0.00000000
     208           45.44419902         15.20295726         30.24124177         71.27673010         87.07121550      -5678.79996385          0.00000000
     209           45.16604445         14.76587584         30.40016861         71.42705033         84.56793870      -5830.25765807          0.00000000
     210           44.99511041         14.44635544         30.54875496         71.43420341         82.73796386      -5972.95583289          0.00000000
     211           44.95254588         14.26490760         30.68763828         71.35289592         81.69876575      -6102.70607955          0.00000000
     212           44.95271881         14.13475557         30.81796323         71.22923617         80.95335190      -6231.30339047          0.00000000
     213           44.71173027         13.77097107         30.94075920         71.09460145         78.86986522      -6398.26941889          0.00000000
     214           44.94476348         13.88889749         31.05586599         70.95461252         79.54525991      -6503.10804471          0.00000000
     215           45.49574559         14.32912514         31.16662045         70.80480099         82.06655599      -6570.37170968          0.00000000
     216           45.58380189         14.30785318         31.27594871         70.63947967         81.94472608      -6711.55729651          0.00000000
     217           45.48407913         14.10062157         31.38345756         70.43192356         80.75785775      -6886.54791643          0.00000000
     218           45.18213636         13.69260841         31.48952794         70.13592320         78.42106227      -7094.99980865          0.00000000
     219           45.18481895         13.59071988         31.59409907         69.69889589         77.83752065      -7262.84451346          0.00000000
     220           45.74630238         14.04728488         31.69901750         69.07711672         80.45238492      -7353.98445454          0.00000000
     221           45.67292124         13.86548910         31.80743213         68.24795666         79.41119411      -7535.30235323          0.00000000
     222           45.73431719         13.81709157         31.91722562         67.21803490         79.13400908      -7692.89554038          0.00000000
     223           46.16012830         14.13127683         32.02885146         65.98813459         80.93342825      -7791.67230575          0.00000000
     224           46.75723454         14.61350577         32.14372878         64.57416325         83.69527640      -7856.92572047          0.00000000
     225           47.11784898         14.85544420         32.26240478         63.02079026         85.08091956      -7942.78462764          0.00000000
     226           46.64665291         14.26339101         32.38326190         61.40079554         81.69007987      -8126.78434167          0.00000000
     227           46.22499614         13.72382359         32.50117256         59.80087361         78.59983954      -8278.20789470          0.00000000
     228           46.50162145         13.88736827         32.61425319         58.25293076         79.53650166      -8302.79967623          0.00000000
     229           46.54354326         13.81970256         32.72384070         56.76869952         79.14896289      -8329.19506451          0.00000000
     230           47.13132427         14.30391249         32.82741178         55.40390013         81.92215670      -8247.35684271          0.00000000
     231           47.07648872         14.15066567         32.92582306         54.17555388         81.04447307      -8222.37231237          0.00000000
     232           47.73667000         14.72126644         33.01540355         53.12562134         84.31244930      -8067.23203024          0.00000000
     233           47.87682452         14.77919544         33.09762909         52.23326618         84.64422343      -7954.30262213          0.00000000
     234           48.56061143         15.39044991         33.17016152         51.49533159         88.14503374      -7740.65185010          0.00000000
     235           48.86176271         15.62765102         33.23411170         50.86847801         89.50354503      -7557.13283151          0.00000000
     236           49.52885909         16.24033815         33.28852094         50.31399667         93.01256059      -7306.42225820          0.00000000
     237           49.76634525         16.43190056         33.33444470         49.77493940         94.10968736      -7102.59012892          0.00000000
     238           49.83014574         16.45836453         33.37178122         49.19985016         94.26125327      -6917.46648238          0.00000000
     239           49.25872712         15.85759698         33.40113014         48.53174954         90.82050424      -6820.26257560          0.00000000
     240           49.89017803         16.46748547         33.42269256         47.72368425         94.31349127      -6562.44041761          0.00000000
     241           49.94665918         16.50776618         33.43889300         46.72147500         94.54418914      -6388.07475309          0.00000000
     242           49.78116645         16.33027212         33.45089433         45.52832886         93.52763536      -6254.01453841          0.00000000
     243           49.85116534         16.39113719         33.46002815         44.15443497         93.87622517      -6099.48805956          0.00000000
     244           50.09750917         16.62962447         33.46788471         42.61660175         95.24210265      -5932.64079825          0.00000000
     245           49.32721506         15.85111597         33.47609909         40.95799350         90.78338584      -5918.60150302          0.00000000
     246           49.31054710         15.82522589         33.48532121         39.28665200         90.63510673      -5813.61858950          0.00000000
     247           49.70978285         16.21307313         33.49670972         37.64924094         92.85640686      -5660.36287002          0.00000000
     248           50.56544250         17.05385356         33.51158894         36.14192667         97.67177089      -5451.21135102          0.00000000
     249           50.89547227         17.36395589         33.53151637         34.89540575         99.44780609      -5321.38998283          0.00000000
     250           50.45235624         16.89525792         33.55709832         34.08036496         96.76345323      -5305.51561733          0.00000000
     251           50.31188565         16.72416576         33.58771989         33.80827774         95.78356476      -5252.75223702          0.00000000
     252           50.84612992         17.22288378         33.62324614         34.10990395         98.63985012      -5107.54143193          0.00000000
     253           50.97537978         17.31110746         33.66427231         34.99477327         99.14512965      -5016.44786400          0.00000000
     254           50.58770082         16.87770431         33.70999651         36.39929880         96.66291923      -4993.61972368          0.00000000
     255           50.64975278         16.89089854         33.75885424         38.17684665         96.73848593      -4902.86360782          0.00000000
     256           51.09143980         17.28078188         33.81065792         40.20907968         98.97144731      -4750.71903192          0.00000000
     257           51.71052822         17.84504355         33.86548467         42.39263565        102.20311788      -4563.62443764          0.00000000
     258           52.09936248         18.17604104         33.92332145         44.62502889        104.09882494      -4398.00172587          0.00000000
     259           52.98167556         18.99818073         33.98349483         46.78478045        108.80742876      -4154.54293775          0.00000000
     260           53.49580630         19.44902497         34.04678133         48.81332410        111.38952875      -3952.57435722          0.00000000
     261           54.35284215         20.24028270         34.11255946         50.61254543        115.92126365      -3695.54868232          0.00000000
     262           54.19042597         20.00884625         34.18157971         52.13960900        114.59576807      -3572.20552722          0.00000000
     263           54.35662652         20.10464023         34.25198629         53.30151523        115.14440466      -3397.63516299          0.00000000
     264           54.80092532         20.47664901         34.32427631         54.07935480        117.27499382      -3176.03069457          0.00000000
     265           55.04729148         20.64817672         34.39911476         54.46780998        118.25737682      -2971.32095430          0.00000000
     266           55.72342338         21.24712398         34.47629940         54.46628691        121.68770060      -2696.16256583          0.00000000
     267           55.79636999         21.23943858         34.55693140         54.09683172        121.64368437      -2491.69028383          0.00000000
     268           55.55107592         20.91114105         34.63993486         53.39208172        119.76344064      -2319.65785443          0.00000000
